index,agency,numOfPositions,businessTitle,jobCategory,newLat,newLong,borough,salaryRangeTo,salaryRangeFrom,salaryFrequency,zip,jobCatCondensed
2243,DEPARTMENT OF SANITATION,1,VIDEOGRAPHER,Communications & Intergovernmental Affairs,40.7157524,-74.002517,Manhattan,73804.0,52268.0,Annual,10013.0,Other
2244,DEPT OF DESIGN & CONSTRUCTION,1,Deputy General Counsel,Legal Affairs,40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
2245,DEPT OF DESIGN & CONSTRUCTION,1,Deputy General Counsel,Legal Affairs,40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
2246,DEPT OF RECORDS & INFO SERVICE,1,Electronic Records Management System  (ERMS) - Technology Project Manager,"Technology, Data & Innovation",40.7136304,-74.00444949999998,Manhattan,120000.0,56990.0,Annual,10007.0,Other
2247,DEPT OF RECORDS & INFO SERVICE,1,Electronic Records Management System  (ERMS) - Technology Project Manager,"Technology, Data & Innovation",40.7136304,-74.00444949999998,Manhattan,120000.0,56990.0,Annual,10007.0,Other
2248,ADMIN TRIALS AND HEARINGS,2,College Aide,Administration & Human Resources,40.708865700000004,-74.0078458,Manhattan,17.3,15.5,Hourly,10038.0,Other
2249,ADMIN TRIALS AND HEARINGS,2,College Aide,Administration & Human Resources,40.708865700000004,-74.0078458,Manhattan,17.3,15.5,Hourly,10038.0,Other
2250,DEPARTMENT OF BUSINESS SERV.,1,PROGRAM MANAGER - CONSTRUCTION SAFETY TRAINING,Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,75000.0,52524.0,Annual,10038.0,Service
2251,DEPARTMENT OF BUSINESS SERV.,1,PROGRAM MANAGER - CONSTRUCTION SAFETY TRAINING,Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,75000.0,52524.0,Annual,10038.0,Service
2252,DEPT OF ENVIRONMENT PROTECTION,1,E-Learning Content Developer,"Technology, Data & Innovation",40.7348102,-73.8644434,Queens,68675.0,49741.0,Annual,11373.0,Other
2253,DEPT OF ENVIRONMENT PROTECTION,1,E-Learning Content Developer,"Technology, Data & Innovation",40.7348102,-73.8644434,Queens,68675.0,49741.0,Annual,11373.0,Other
2254,DEPT OF DESIGN & CONSTRUCTION,1,Building Information Modeling (BIM) Manager,"Technology, Data & Innovation",40.7441315,-73.9360615,Queens,103952.0,71159.0,Annual,11101.0,Other
2255,DEPT OF DESIGN & CONSTRUCTION,1,Building Information Modeling (BIM) Manager,"Technology, Data & Innovation",40.7441315,-73.9360615,Queens,103952.0,71159.0,Annual,11101.0,Other
2256,DEPT OF DESIGN & CONSTRUCTION,3,Engineer-In-Charge,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,118610.0,69963.0,Annual,11101.0,Other
2257,DEPT OF DESIGN & CONSTRUCTION,3,Engineer-In-Charge,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,118610.0,69963.0,Annual,11101.0,Other
2258,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SYSTEMS MANAGER,"Technology, Data & Innovation",40.6934634,-73.9882453,Brooklyn,225217.0,94981.0,Annual,11201.0,Other
2259,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SYSTEMS MANAGER,"Technology, Data & Innovation",40.6934634,-73.9882453,Brooklyn,225217.0,94981.0,Annual,11201.0,Other
2260,DEPT OF DESIGN & CONSTRUCTION,2,Project Manager,"Finance, Accounting, & Procurement",40.7441315,-73.9360615,Queens,83151.0,55416.0,Annual,11101.0,Other
2261,DEPT OF DESIGN & CONSTRUCTION,2,Project Manager,"Finance, Accounting, & Procurement",40.7441315,-73.9360615,Queens,83151.0,55416.0,Annual,11101.0,Other
2262,DEPT OF DESIGN & CONSTRUCTION,1,Program Director,Constituent Services & Community Programs Communications & Intergovernmental Affairs,40.7441315,-73.9360615,Queens,156829.0,56990.0,Annual,11101.0,Service
2263,DEPT OF DESIGN & CONSTRUCTION,1,Program Director,Constituent Services & Community Programs Communications & Intergovernmental Affairs,40.7441315,-73.9360615,Queens,156829.0,56990.0,Annual,11101.0,Service
2264,DEPT OF DESIGN & CONSTRUCTION,3,Planning and Reporting Analyst,"Finance, Accounting, & Procurement",40.7441315,-73.9360615,Queens,74479.0,58152.0,Annual,11101.0,Other
2265,DEPT OF DESIGN & CONSTRUCTION,3,Planning and Reporting Analyst,"Finance, Accounting, & Procurement",40.7441315,-73.9360615,Queens,74479.0,58152.0,Annual,11101.0,Other
2266,DEPT OF DESIGN & CONSTRUCTION,1,Senior Project Executive,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
2267,DEPT OF DESIGN & CONSTRUCTION,1,Senior Project Executive,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
2268,OFFICE OF THE COMPTROLLER,1,Assistant Mechanical Engineer (Construction Classification),"Engineering, Architecture, & Planning",40.712830600000004,-74.00371489999998,Manhattan,63728.0,55416.0,Annual,10007.0,Other
2269,OFFICE OF THE COMPTROLLER,1,Assistant Mechanical Engineer (Construction Classification),"Engineering, Architecture, & Planning",40.712830600000004,-74.00371489999998,Manhattan,63728.0,55416.0,Annual,10007.0,Other
2270,OFFICE OF THE COMPTROLLER,1,Claim Specialist - Law Claims (Special Education),Legal Affairs,40.712830600000004,-74.00371489999998,Manhattan,57030.0,49591.0,Annual,10007.0,Other
2271,DEPT OF ENVIRONMENT PROTECTION,1,Machinist's Helper,Building Operations & Maintenance,40.845786600000004,-73.89285439999998,The Bronx,38.05,32.7,Hourly,10457.0,Operatives and Laborers
2272,DEPT OF ENVIRONMENT PROTECTION,1,Machinist's Helper,Building Operations & Maintenance,40.845786600000004,-73.89285439999998,The Bronx,38.05,32.7,Hourly,10457.0,Operatives and Laborers
2273,DEPT OF PARKS & RECREATION,1,Senior Project Manager for Design,"Engineering, Architecture, & Planning",40.7515114,-73.8491477,Queens,100613.0,87490.0,Annual,11368.0,Other
2274,DEPT OF PARKS & RECREATION,1,Senior Project Manager for Design,"Engineering, Architecture, & Planning",40.7515114,-73.8491477,Queens,100613.0,87490.0,Annual,11368.0,Other
2275,DEPT OF PARKS & RECREATION,1,Senior Project Manager for Design,"Engineering, Architecture, & Planning",40.7515114,-73.8491477,Queens,100613.0,87490.0,Annual,11368.0,Other
2276,DEPARTMENT OF BUSINESS SERV.,1,"PROGRAM MANAGER, CENTER OPERATIONS",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,34.62,28.7488,Hourly,10038.0,Service
2277,DEPARTMENT OF BUSINESS SERV.,4,WORKFORCE1 OPERATIONS MANAGER,Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,35.58,28.7488,Hourly,10038.0,Service
2278,DEPARTMENT OF BUSINESS SERV.,4,WORKFORCE1 OPERATIONS MANAGER,Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,35.58,28.7488,Hourly,10038.0,Service
2279,DEPT OF ENVIRONMENT PROTECTION,2,Mechanical Engineering Intern,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,52000.0,52000.0,Annual,11373.0,Other
2280,DEPT OF ENVIRONMENT PROTECTION,2,Mechanical Engineering Intern,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,52000.0,52000.0,Annual,11373.0,Other
2281,DEPT OF DESIGN & CONSTRUCTION,1,Executive Assistant,Administration & Human Resources,40.7441315,-73.9360615,Queens,71794.0,49390.0,Annual,11101.0,Other
2282,DEPT OF DESIGN & CONSTRUCTION,1,Executive Assistant,Administration & Human Resources,40.7441315,-73.9360615,Queens,71794.0,49390.0,Annual,11101.0,Other
2283,HRA/DEPT OF SOCIAL SERVICES,1,UNIT CLERK,"Constituent Services & Community Programs Finance, Accounting, & Procurement Health Social Services",40.691388200000006,-73.9898439,Brooklyn,40629.0,35330.0,Annual,11201.0,Service
2284,HOUSING PRESERVATION & DVLPMNT,1,"Deputy Director, Labor Monitoring Unit","Public Safety, Inspections, & Enforcement",40.7103379,-74.00330290000001,Manhattan,75000.0,55416.0,Annual,10038.0,Managerial and Professional
2285,HOUSING PRESERVATION & DVLPMNT,1,"Deputy Director, Labor Monitoring Unit","Public Safety, Inspections, & Enforcement",40.7103379,-74.00330290000001,Manhattan,75000.0,55416.0,Annual,10038.0,Managerial and Professional
2286,OFFICE OF THE COMPTROLLER,1,"Senior Court Representative, Litigation Division",Legal Affairs,40.712830600000004,-74.00371489999998,Manhattan,95000.0,85000.0,Annual,10007.0,Other
2287,OFFICE OF THE COMPTROLLER,1,"Senior Court Representative, Litigation Division",Legal Affairs,40.712830600000004,-74.00371489999998,Manhattan,95000.0,85000.0,Annual,10007.0,Other
2288,DEPT OF HEALTH/MENTAL HYGIENE,1,"City Medical Specialist,  Bureau of Tuberculosis Control",Health,40.7472946,-73.94433049999998,Queens,108.82,76.15,Daily,11120.0,Other
2289,DEPT OF HEALTH/MENTAL HYGIENE,1,"City Medical Specialist,  Bureau of Tuberculosis Control",Health,40.7472946,-73.94433049999998,Queens,108.82,76.15,Daily,11120.0,Other
2290,HRA/DEPT OF SOCIAL SERVICES,1,"EXECUTIVE DIRECTOR, ADMINISTRATIVE SECURITY AND IT SYSTEMS","Technology, Data & Innovation Social Services",40.694028,-73.98394990000001,Brooklyn,139426.0,69940.0,Annual,11201.0,Service
2291,DEPARTMENT OF INVESTIGATION,1,"Associate Commissioner for Field Operations, Training, and Law Enforcement Administration","Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,160000.0,140000.0,Annual,10038.0,Managerial and Professional
2292,DEPARTMENT OF INVESTIGATION,1,"Associate Commissioner for Field Operations, Training, and Law Enforcement Administration","Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,160000.0,140000.0,Annual,10038.0,Managerial and Professional
2293,HRA/DEPT OF SOCIAL SERVICES,1,"EXECUTIVE DIRECTOR, FINANCIAL AND REPORTING SYSTEMS","Technology, Data & Innovation Social Services",40.694028,-73.98394990000001,Brooklyn,139426.0,69940.0,Annual,11201.0,Service
2294,DEPT OF INFO TECH & TELECOMM,1,Senior IT Architect,"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,175000.0,0.0,Annual,11201.0,Other
2295,DEPT OF INFO TECH & TELECOMM,1,Senior IT Architect,"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,175000.0,0.0,Annual,11201.0,Other
2296,DEPT OF ENVIRONMENT PROTECTION,1,Project Manager,"Engineering, Architecture, & Planning",41.1071626,-73.7815093,Brooklyn,106222.0,72476.0,Annual,10595.0,Other
2297,DEPT OF ENVIRONMENT PROTECTION,1,Project Manager,"Engineering, Architecture, & Planning",41.1071626,-73.7815093,Brooklyn,106222.0,72476.0,Annual,10595.0,Other
2298,OFF OF PAYROLL ADMINISTRATION,1,Fiduciary Accounting Analyst,"Finance, Accounting, & Procurement Policy, Research & Analysis",40.753068799999994,-73.9994561,Manhattan,74479.0,58152.0,Annual,10001.0,Other
2299,LAW DEPARTMENT,1,Clerical Associate (PT) - Communications and Docketing Services,Administration & Human Resources Legal Affairs,40.713299299999996,-74.0101098,Manhattan,22.2381,19.3377,Hourly,10007.0,Other
2300,LAW DEPARTMENT,1,Clerical Associate (PT) - Communications and Docketing Services,Administration & Human Resources Legal Affairs,40.713299299999996,-74.0101098,Manhattan,22.2381,19.3377,Hourly,10007.0,Other
2301,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Director of Digital Communications,Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,87500.0,56990.0,Annual,10038.0,Service
2302,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Director of Digital Communications,Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,87500.0,56990.0,Annual,10038.0,Service
2303,OFFICE OF THE COMPTROLLER,1,"Senior Court Representative, Litigation Division",Legal Affairs,40.712830600000004,-74.00371489999998,Manhattan,95000.0,85000.0,Annual,10007.0,Other
2304,OFFICE OF THE COMPTROLLER,1,"Senior Court Representative, Litigation Division",Legal Affairs,40.712830600000004,-74.00371489999998,Manhattan,95000.0,85000.0,Annual,10007.0,Other
2305,DEPT OF ENVIRONMENT PROTECTION,1,Assistant Environmental Engineer,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,63728.0,55416.0,Annual,11373.0,Other
2306,DEPT OF ENVIRONMENT PROTECTION,1,Assistant Environmental Engineer,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,63728.0,55416.0,Annual,11373.0,Other
2307,MAYORS OFFICE OF CONTRACT SVCS,1,"Analyst, Project Management Office","Technology, Data & Innovation",40.7142973,-74.0043792,Manhattan,65000.0,50000.0,Annual,10007.0,Other
2308,MAYORS OFFICE OF CONTRACT SVCS,1,"Analyst, Project Management Office","Technology, Data & Innovation",40.7142973,-74.0043792,Manhattan,65000.0,50000.0,Annual,10007.0,Other
2309,HRA/DEPT OF SOCIAL SERVICES,1,ATTORNEY INTERNE,Administration & Human Resources Health Legal Affairs Social Services,40.71028889999999,-74.01229010000002,Manhattan,70353.0,57944.0,Annual,10007.0,Service
2310,HRA/DEPT OF SOCIAL SERVICES,1,ATTORNEY INTERNE,Administration & Human Resources Health Legal Affairs Social Services,40.71028889999999,-74.01229010000002,Manhattan,70353.0,57944.0,Annual,10007.0,Service
2311,DEPT OF ENVIRONMENT PROTECTION,1,"Deputy Engineer-In-Charge, Infrastructure","Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,83151.0,55416.0,Annual,11373.0,Other
2312,TAXI & LIMOUSINE COMMISSION,1,Policy Analyst-External Affairs,"Policy, Research & Analysis",40.705097200000004,-74.01207099999998,Manhattan,54000.0,37217.0,Annual,10004.0,Other
2313,TAXI & LIMOUSINE COMMISSION,1,Policy Analyst-External Affairs,"Policy, Research & Analysis",40.705097200000004,-74.01207099999998,Manhattan,54000.0,37217.0,Annual,10004.0,Other
2314,OFFICE OF THE COMPTROLLER,1,Senior Investment Officer â€“ Real Estate,"Finance, Accounting, & Procurement",40.712830600000004,-74.00371489999998,Manhattan,175000.0,160000.0,Annual,10007.0,Other
2315,OFFICE OF THE COMPTROLLER,1,Senior Investment Officer â€“ Real Estate,"Finance, Accounting, & Procurement",40.712830600000004,-74.00371489999998,Manhattan,175000.0,160000.0,Annual,10007.0,Other
2316,OFFICE OF THE COMPTROLLER,1,Budget Analyst,"Administration & Human Resources Finance, Accounting, & Procurement",40.712830600000004,-74.00371489999998,Manhattan,75000.0,60000.0,Annual,10007.0,Other
2317,OFFICE OF THE COMPTROLLER,1,Budget Analyst,"Administration & Human Resources Finance, Accounting, & Procurement",40.712830600000004,-74.00371489999998,Manhattan,75000.0,60000.0,Annual,10007.0,Other
2318,DEPARTMENT OF INVESTIGATION,2,Desktop Support,"Administration & Human Resources Technology, Data & Innovation Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,69595.0,54967.0,Annual,10038.0,Managerial and Professional
2319,DEPARTMENT OF INVESTIGATION,2,Desktop Support,"Administration & Human Resources Technology, Data & Innovation Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,69595.0,54967.0,Annual,10038.0,Managerial and Professional
2320,OFFICE OF THE COMPTROLLER,1,Senior Systems Administrator,"Technology, Data & Innovation",40.712830600000004,-74.00371489999998,Manhattan,90000.0,80000.0,Annual,10007.0,Other
2321,OFFICE OF THE COMPTROLLER,1,Senior Systems Administrator,"Technology, Data & Innovation",40.712830600000004,-74.00371489999998,Manhattan,90000.0,80000.0,Annual,10007.0,Other
2322,DEPT OF ENVIRONMENT PROTECTION,1,Superintendent of Water and Sewer Systems,Building Operations & Maintenance,40.6940612,-73.787419,Queens,124000.0,56990.0,Annual,11433.0,Operatives and Laborers
2323,DEPT OF ENVIRONMENT PROTECTION,1,Superintendent of Water and Sewer Systems,Building Operations & Maintenance,40.6940612,-73.787419,Queens,124000.0,56990.0,Annual,11433.0,Operatives and Laborers
2324,DEPARTMENT OF CORRECTION,1,Deputy Agency Chief Contracting Officer (DACCO),"Finance, Accounting, & Procurement",40.7645473,-73.89321269999998,Queens,110000.0,95000.0,Annual,11370.0,Other
2325,DEPARTMENT OF CORRECTION,1,Deputy Agency Chief Contracting Officer (DACCO),"Finance, Accounting, & Procurement",40.7645473,-73.89321269999998,Queens,110000.0,95000.0,Annual,11370.0,Other
2326,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Communications Associate: Digital and Web,"Technology, Data & Innovation",40.710219,-74.00619,Manhattan,81535.0,52524.0,Annual,10038.0,Other
2327,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Communications Associate: Digital and Web,"Technology, Data & Innovation",40.710219,-74.00619,Manhattan,81535.0,52524.0,Annual,10038.0,Other
2328,ADMIN TRIALS AND HEARINGS,1,Penalty Processing Assistant,Administration & Human Resources,40.708865700000004,-74.0078458,Manhattan,36309.0,31573.0,Annual,10038.0,Other
2329,ADMIN TRIALS AND HEARINGS,1,Penalty Processing Assistant,Administration & Human Resources,40.708865700000004,-74.0078458,Manhattan,36309.0,31573.0,Annual,10038.0,Other
2330,DEPARTMENT OF SANITATION,1,CITY RESEARCH SCIENTIST III,"Technology, Data & Innovation",40.7157524,-74.002517,Manhattan,107770.0,82008.0,Annual,10013.0,Other
2331,DEPARTMENT OF SANITATION,1,CITY RESEARCH SCIENTIST III,"Technology, Data & Innovation",40.7157524,-74.002517,Manhattan,107770.0,82008.0,Annual,10013.0,Other
2332,DEPT OF INFO TECH & TELECOMM,1,Network Field Engineer,"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,48448.0,42129.0,Annual,11201.0,Other
2333,DEPT OF INFO TECH & TELECOMM,1,Network Field Engineer,"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,48448.0,42129.0,Annual,11201.0,Other
2334,DEPARTMENT OF SANITATION,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,40.704910999999996,-74.0108723,Manhattan,81535.0,52524.0,Annual,10004.0,Service
2335,DEPARTMENT OF SANITATION,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,40.704910999999996,-74.0108723,Manhattan,81535.0,52524.0,Annual,10004.0,Service
2336,DEPT OF HEALTH/MENTAL HYGIENE,1,Contracts Officer,Administration & Human Resources,40.7383514,-73.97570259999998,Manhattan,144145.0,61938.0,Annual,10016.0,Other
2337,DEPARTMENT OF TRANSPORTATION,1,Assistant Director of Government Affairs,Communications & Intergovernmental Affairs,40.7033226,-74.00889620000001,Manhattan,81535.0,52524.0,Annual,10041.0,Other
2338,DEPARTMENT OF TRANSPORTATION,1,Assistant Director of Government Affairs,Communications & Intergovernmental Affairs,40.7033226,-74.00889620000001,Manhattan,81535.0,52524.0,Annual,10041.0,Other
2339,DEPT OF INFO TECH & TELECOMM,1,Senior Director of Service Quality Management,"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,160000.0,69940.0,Annual,11201.0,Other
2340,NYC HOUSING AUTHORITY,1,CARETAKER X (HA),Building Operations & Maintenance,40.573686,-74.00005259999999,Brooklyn,43079.0,29636.0,Annual,11224.0,Operatives and Laborers
